Product_ID,Unit_Cost,Unit_Price,category_id
1048,4535.86,4641.41,2
1020,3730.0,3893.6,3
1008,2687.49,3001.56,3
1007,4310.31,4633.1,1
1067,3489.85,3842.55,4
1017,102.23,167.12,1
1033,2000.75,2426.99,2
1048,4262.21,4533.31,4
1076,1762.0,2002.95,4
1059,224.32,715.06,4
1086,3743.59,4116.38,4
1022,4020.09,4087.91,1
1030,844.94,1225.64,3
1038,2709.84,2766.51,3
1051,1000.18,1023.64,2
1054,3610.21,3817.99,3
1008,1394.17,1891.02,3
1027,1615.26,1710.95,3
1027,4232.61,4572.21,3
1098,2407.8,2502.76,2
1021,3365.28,3730.43,1
1030,2041.75,2299.37,4
1097,1525.13,1868.32,3
1028,3146.12,3255.53,1
1064,816.54,1191.9,3
1097,1896.35,2394.2,3
1069,1084.73,1420.9,4
1061,3494.19,3746.0,4
1048,4723.83,5186.19,4
1019,4977.78,4995.55,3
1004,2278.87,2646.53,3
1035,1300.03,1745.52,3
1064,2242.01,2282.23,4
1049,4243.98,4474.509999999999,2
1017,1069.73,1180.04,1
1044,4762.87,5050.46,2
1092,1742.24,2070.52,3
1030,4929.73,5088.02,3
1093,4201.11,4436.5,2
1046,4052.42,4199.3,3
1006,1623.63,1814.63,1
1099,93.45,181.62,3
1037,1941.56,2385.48,1
1024,1543.96,1558.87,2
1093,235.12,677.5,2
1046,2551.56,2841.68,3
1053,2045.0,2217.51,1
1095,3191.05,3555.3500000000004,3
1099,3124.87,3383.67,4
1060,647.7,902.26,4
1097,4885.98,4949.95,4
1063,975.31,1176.17,4
1085,2254.11,2382.23,3
1032,2466.18,2483.87,4
1087,4074.66,4261.11,1
1033,541.19,595.2,2
1067,2171.79,2307.64,2
1018,3161.09,3216.42,4
1025,1115.02,1174.48,4
1095,3155.97,3263.49,4
1054,4622.14,5122.070000000001,3
1058,4987.71,4998.78,2
1067,210.63,533.5799999999999,4
1046,1216.16,1295.37,1
1024,1586.02,2047.13,4
1032,2025.67,2081.55,2
1047,1249.17,1727.15,4
1086,1057.27,1366.62,2
1023,4775.04,4785.66,4
1066,4596.68,5044.740000000001,1
1027,282.61,548.25,4
1002,1727.12,1865.83,1
1090,2055.49,2441.46,1
1017,1233.12,1697.1899999999998,4
1033,3162.92,3409.9300000000003,1
1009,3219.88,3384.5,3
1043,4260.0,4656.58,4
1048,3717.3,4061.37,4
1039,2735.74,3181.23,1
1093,3285.25,3634.58,1
1042,1406.24,1535.57,4
1026,2985.63,3452.1400000000003,3
1099,2471.67,2533.04,1
1050,710.06,851.3499999999999,1
1025,1250.59,1515.4899999999998,2
1024,1493.88,1781.09,3
1013,4625.33,4642.83,3
1060,1190.41,1582.89,4
1007,1481.76,1668.95,3
1057,1878.3,2087.45,4
1036,3335.53,3742.12,2
1045,635.28,831.13,3
1020,4772.03,4805.17,1
1065,4334.58,4431.04,2
1008,2907.22,3385.61,4
1016,3386.49,3430.99,2
1014,132.47,316.39,4
1076,1727.78,1984.34,2
1087,3988.52,4240.23,4
1015,433.54,445.48,3
1092,1447.45,1703.02,1
1098,2947.22,3145.27,4
1066,1319.24,1805.56,2
1032,4673.19,4761.179999999999,4
1087,698.74,882.28,4
1063,3997.1,4212.65,4
1086,2564.35,2765.79,2
1051,3764.14,4100.4,1
1025,1588.04,1703.64,3
1058,2596.72,2715.05,1
1063,4291.33,4658.64,4
1062,2361.05,2616.19,2
1022,1830.61,2044.04,1
1058,2703.97,2796.88,4
1058,3600.95,3702.84,3
1086,2245.64,2260.81,3
1049,4697.44,4752.24,3
1052,1509.98,1792.83,4
1042,2403.54,2850.56,2
1070,3796.79,3947.5,1
1015,3461.15,3631.75,3
1054,4325.02,4391.67,4
1060,4984.21,5184.64,4
1097,2162.95,2191.19,1
1008,600.2,1059.8200000000002,3
1053,200.56,540.38,4
1060,3648.04,4143.51,1
1005,4376.37,4818.95,2
1068,1142.53,1384.3,2
1006,834.32,1098.97,2
1096,357.92,461.3,3
1094,4122.38,4358.78,1
1047,1591.34,2043.82,1
1099,2038.4,2073.32,4
1055,2538.61,2971.75,4
1040,4205.29,4382.35,4
1052,3271.62,3722.38,1
1016,3094.57,3565.6000000000004,4
1013,919.58,1258.3000000000002,1
1030,2590.29,2925.86,1
1019,3591.14,3822.99,2
1017,4867.64,5287.05,4
1063,1046.96,1528.15,2
1019,97.24,487.03,3
1092,422.74,737.49,3
1058,1910.47,2217.8,3
1055,4111.7,4537.94,1
1090,85.35,360.54,1
1090,2310.82,2714.71,1
1062,1679.69,1939.04,4
1023,309.78,350.38,2
1009,2278.67,2476.8,1
1012,1311.01,1538.79,2
1001,1791.83,1871.22,2
1058,3542.8,3603.02,2
1001,2631.68,2904.06,4
1034,667.0,718.72,4
1096,4809.0,4967.44,3
1048,3197.76,3572.61,3
1089,3841.05,4323.62,2
1001,442.11,803.87,3
1016,282.94,779.3299999999999,2
1061,146.27,498.46,4
1064,984.53,1138.49,4
1063,2101.32,2440.63,4
1069,4682.34,5036.400000000001,1
1022,2312.45,2504.6,2
1093,1486.76,1505.44,4
1067,2831.58,3186.15,2
1076,604.08,624.71,3
1026,3067.05,3386.33,3
1016,2863.74,2953.91,4
1051,3970.37,4257.52,2
1086,4934.1,5191.02,4
1057,1291.82,1308.4399999999998,3
1029,2572.8,2760.6000000000004,4
1078,4548.88,4853.41,2
1092,3936.69,4362.51,3
1069,2462.66,2908.09,1
1047,4729.59,4976.68,3
1094,333.32,700.25,1
1062,4658.44,4823.5,4
1069,300.01,477.68,4
1076,2759.16,2864.45,2
1016,4457.68,4743.030000000001,1
1090,1350.47,1514.61,4
1090,2387.63,2438.9700000000003,1
1048,1655.43,2001.08,4
1085,4763.11,5119.91,3
1039,4127.05,4313.45,4
1100,3559.56,3607.15,2
1033,2958.75,3177.64,3
1094,4111.93,4338.67,2
1023,1991.72,2329.37,3
1010,2265.38,2429.9300000000003,1
1069,3663.51,4007.980000000001,2
1100,1820.89,2257.92,4
1034,366.31,492.68,1
1052,417.96,907.63,4
1095,621.05,820.3699999999999,3
1010,4354.92,4495.88,3
1019,2387.52,2604.06,4
1058,3578.77,3635.02,4
1096,1994.9,2066.5,1
1001,1330.62,1543.6899999999998,4
1069,1768.6,2152.2,2
1004,3981.2,4432.349999999999,2
1016,3144.82,3480.58,4
1024,4691.32,4752.88,2
1080,3414.54,3753.83,4
1002,2872.4,3193.76,1
1092,3070.47,3475.29,2
1032,4714.74,5129.11,2
1091,3951.59,4387.01,4
1084,169.0,381.92,2
1024,2693.99,3045.94,3
1012,3457.28,3598.7200000000003,1
1050,3756.06,4255.73,1
1035,1105.05,1200.96,2
1033,4342.53,4357.49,2
1033,4781.42,4864.34,3
1061,1221.74,1611.92,3
1051,4418.95,4647.87,2
1043,530.04,759.3199999999999,2
1012,325.75,803.71,3
1067,689.66,1150.28,4
1065,335.82,498.31,3
1033,4232.81,4345.25,4
1040,342.3,768.06,1
1074,1394.74,1848.69,1
1043,563.59,838.97,3
1044,1512.34,1830.76,4
1029,498.27,634.16,3
1013,3356.62,3759.01,3
1012,709.97,1029.71,4
1095,4266.64,4523.360000000001,3
1046,4095.1,4134.55,1
1002,117.63,576.44,2
1035,4483.85,4795.42,2
1087,193.27,297.69,3
1081,1236.25,1543.38,4
1090,210.33,552.29,4
1008,1712.43,1980.06,1
1093,2593.64,2955.51,4
1026,3993.39,4288.3,4
1074,1723.01,2197.42,1
1090,3542.18,3578.49,3
1034,978.15,1040.21,2
1007,3765.46,3860.56,1
1068,1218.18,1566.36,3
1058,760.55,1086.89,1
1075,967.77,1414.88,3
1029,951.21,1320.3200000000002,1
1036,2588.67,2847.76,3
1089,4231.75,4727.75,1
1021,444.05,584.44,3
1036,3549.43,3967.69,1
1010,3289.01,3508.1400000000003,2
1073,4368.97,4696.85,2
1024,1258.53,1624.89,4
1064,2278.04,2598.58,3
1099,4632.85,4711.700000000001,1
1049,3316.97,3544.02,3
1099,1974.4,2259.5,2
1036,700.49,1126.52,3
1082,1349.3,1576.69,1
1096,2927.02,3387.21,3
1024,3604.93,3830.71,1
1023,665.89,944.79,2
1062,3018.01,3418.19,2
1096,2774.24,3069.94,2
1037,2594.08,3074.59,4
1012,3466.11,3799.67,2
1055,4195.38,4461.51,3
1013,1648.8,1670.36,4
1023,4450.61,4663.339999999999,2
1089,845.14,1001.77,3
1099,906.47,1283.04,3
1030,1370.52,1482.58,3
1017,641.68,752.24,1
1062,1190.08,1292.9399999999998,4
1084,576.74,648.29,3
1089,4117.67,4280.06,1
1086,737.9,1182.0,2
1013,3749.12,4138.83,3
1059,287.17,657.44,1
1019,4745.18,5145.88,3
1049,3570.24,3712.25,4
1100,83.64,528.49,4
1012,3831.09,3908.37,2
1061,2594.71,2769.52,3
1019,3907.86,4205.37,1
1076,2636.36,2696.78,2
1009,3223.07,3590.83,3
1071,3942.34,4142.09,2
1028,2055.28,2449.6400000000003,1
1078,63.41,314.93,2
1095,4257.24,4355.87,2
1052,1935.41,2305.44,2
1083,2505.41,2638.96,3
1016,88.44,338.94,1
1069,2485.86,2532.8700000000003,4
1099,4933.11,5245.86,3
1012,1427.42,1763.69,4
1025,2007.32,2202.87,4
1052,3451.59,3929.26,3
1085,4083.23,4521.57,3
1100,2116.09,2472.98,1
1053,1582.86,1942.55,1
1023,4692.24,4825.92,2
1016,3401.87,3733.71,4
1057,639.16,746.28,1
1039,391.19,471.75,2
1053,2443.57,2943.3100000000004,1
1042,1139.45,1454.41,3
1058,1307.22,1528.4,1
1039,4394.58,4545.78,4
1014,493.35,799.27,1
1095,3591.05,3625.35,4
1005,1392.15,1448.5400000000002,3
1035,3813.62,3839.72,4
1087,3625.94,3880.53,1
1093,86.59,390.89,2
1075,2570.22,2610.84,3
1018,739.63,1103.03,1
1076,4337.82,4460.71,3
1009,4364.35,4710.1,3
1074,2120.81,2611.94,1
1058,2249.76,2598.4,1
1017,1551.25,1994.01,2
1007,3597.2,4071.82,3
1046,1825.37,2073.88,3
1013,1375.57,1729.71,1
1040,2189.54,2617.0,4
1042,502.86,687.6,1
1009,3745.69,3883.77,3
1050,112.35,586.18,1
1027,3240.2,3606.09,2
1066,955.18,1072.82,4
1005,1200.4,1430.45,1
1029,3196.38,3596.6400000000003,2
1037,4965.07,5243.13,3
1038,3899.7,4228.18,1
1083,1167.91,1547.2600000000002,3
1008,921.32,1236.1,2
1065,4337.85,4612.490000000001,3
1086,2248.71,2626.02,2
1017,728.41,1094.92,2
1071,4317.95,4636.59,2
1089,4089.66,4275.96,1
1045,4920.34,5129.1900000000005,3
1004,4553.23,5038.74,3
1036,4266.36,4331.429999999999,4
1070,310.24,451.81,4
1031,566.86,818.14,4
1019,2866.47,3286.47,4
1061,2680.82,2771.02,3
1054,2316.92,2462.63,2
1039,2014.11,2056.35,2
1091,2184.49,2540.42,1
1074,2868.02,2994.74,2
1090,60.28,260.73,3
1019,1340.51,1567.92,3
1039,2615.48,3062.2200000000003,3
1067,3624.97,3836.52,1
1045,912.08,993.24,4
1013,2757.06,3023.97,2
1092,3586.58,4068.43,3
1058,2250.91,2558.68,3
1020,184.05,675.9100000000001,4
1092,2273.88,2696.02,3
1072,1517.4,1545.02,2
1061,4651.77,4984.39,1
1039,666.84,817.36,3
1001,3279.76,3563.9700000000003,2
1003,310.96,457.84,3
1077,2258.54,2439.49,4
1092,2792.2,3254.55,3
1062,1524.88,1636.14,3
1063,2302.62,2740.93,1
1025,859.59,884.51,4
1056,1555.41,1609.94,4
1033,3124.48,3553.27,1
1038,1543.91,1862.88,3
1006,4503.73,4879.879999999999,2
1058,3160.61,3273.2200000000003,4
1044,2221.31,2494.48,4
1045,241.85,613.09,3
1032,2522.76,2840.1400000000003,3
1045,3835.64,4076.77,4
1061,1364.51,1844.8,3
1047,4043.53,4384.85,2
1021,1296.44,1751.24,4
1080,4127.54,4495.13,2
1085,472.08,842.46,2
1075,4337.61,4386.82,3
1036,2520.97,2707.11,2
1099,1517.86,1948.46,3
1019,1362.31,1486.29,1
1020,2188.45,2255.05,3
1057,4995.3,5165.09,2
1018,1140.62,1258.63,1
1047,560.92,1024.31,3
1049,2945.92,3381.2200000000003,2
1014,2468.29,2723.13,4
1015,2644.77,2684.83,4
1031,3351.33,3711.47,3
1001,1372.36,1687.83,3
1054,4557.79,5043.36,4
1003,2206.58,2490.47,2
1016,688.98,863.8100000000001,2
1087,3724.38,3988.7,2
1057,3233.37,3723.21,3
1075,1612.93,1964.15,1
1012,3126.52,3465.79,1
1074,1138.32,1266.25,1
1096,2251.95,2626.32,1
1016,4502.09,4879.72,1
1072,710.99,876.46,3
1076,1964.15,2211.17,3
1024,4114.66,4269.02,1
1028,4848.98,4985.75,3
1008,2296.93,2319.62,3
1092,2559.65,2709.4,1
1036,2882.25,3163.7,2
1090,4665.12,4675.9,3
1008,4298.12,4446.9,2
1058,894.48,1336.37,3
1060,2211.95,2512.84,3
1050,2346.8,2654.65,1
1028,3956.03,4163.68,3
1092,3034.32,3375.79,4
1041,3288.39,3391.46,4
1100,4991.09,5402.28,1
1064,421.05,488.23,2
1027,1153.9,1485.34,2
1063,2069.08,2246.24,2
1017,1771.52,2147.8,4
1073,157.15,436.53,2
1033,504.3,735.95,2
1084,3420.72,3513.74,1
1077,4402.66,4724.7,2
1092,2595.42,3083.06,4
1029,2719.0,3133.55,4
1013,1312.71,1352.11,4
1046,3850.99,4045.34,1
1035,3771.38,4234.92,1
1006,2962.41,3218.9,3
1082,1102.69,1437.12,2
1069,530.24,987.41,1
1047,367.98,806.1400000000001,4
1025,2983.85,3239.74,4
1066,4133.92,4358.37,1
1010,4298.74,4475.19,1
1056,2344.93,2707.25,1
1030,3932.14,4082.76,3
1005,4737.06,4869.5,4
1033,1412.09,1596.65,3
1065,2019.9,2116.74,3
1018,4660.82,5011.429999999999,2
1096,1724.24,2036.2,4
1049,4573.69,4820.299999999999,4
1011,4906.17,5107.43,1
1085,3325.96,3781.4,1
1026,4093.61,4117.88,2
1063,3760.25,4147.11,3
1089,3512.69,3964.63,1
1086,1569.31,1798.02,1
1059,332.62,612.46,4
1027,1748.11,2220.9,4
1049,3351.33,3465.35,1
1077,557.52,822.39,4
1033,108.99,351.6,2
1098,741.48,878.09,1
1099,3592.89,4004.0,4
1001,4865.33,5316.13,2
1021,4916.17,5309.32,4
1055,2495.2,2600.93,4
1006,4353.29,4405.8,4
1092,3697.29,4003.96,1
1081,2530.15,2568.13,3
1069,2885.16,3224.84,4
1095,729.27,999.18,2
1005,4691.42,5026.1900000000005,1
1003,1792.05,2091.23,1
1053,2258.44,2475.56,2
1023,3374.72,3483.15,4
1053,1702.82,1862.61,3
1037,1308.58,1575.59,4
1074,3173.69,3503.11,2
1074,173.67,565.62,1
1083,3617.59,4003.5,3
1017,2594.42,3081.04,1
1085,3048.48,3198.54,2
1078,3177.81,3222.65,4
1073,2658.9,2838.27,3
1001,2933.54,3307.75,1
1051,3434.75,3659.42,1
1045,3777.94,4188.66,1
1077,3650.89,3930.06,4
1004,4354.6,4820.200000000001,3
1062,987.74,1462.19,4
1065,2035.68,2079.64,4
1032,4741.59,4975.2300000000005,4
1034,2013.12,2321.87,2
1092,668.11,803.49,2
1095,2650.95,2860.42,2
1072,591.98,934.04,3
1039,1054.12,1175.2199999999998,4
1026,4991.68,5296.650000000001,4
1034,2729.75,3081.5,2
1054,1456.09,1510.4299999999998,4
1003,4974.14,5227.93,4
1050,4834.47,4973.38,1
1012,2231.66,2596.61,4
1065,1339.0,1441.88,1
1054,4200.08,4647.28,4
1005,3592.32,3813.48,3
1094,3450.36,3557.38,2
1094,4470.91,4695.54,1
1057,3462.61,3672.89,2
1017,1454.8,1674.97,1
1047,3484.62,3781.55,1
1023,1563.78,1829.16,1
1079,3808.23,3891.62,3
1085,3117.75,3159.88,4
1014,433.19,800.6,1
1066,2588.54,2872.8,3
1075,1749.34,1935.25,1
1051,1676.42,2082.52,4
1038,3031.17,3231.32,1
1064,1645.51,2045.53,3
1098,3895.62,4055.44,4
1038,400.42,446.11,3
1050,3318.92,3785.91,4
1098,4055.51,4258.84,4
1082,3380.52,3778.94,2
1030,2511.28,2658.0600000000004,2
1079,4754.02,5080.740000000001,2
1091,1534.7,1972.62,4
1051,144.88,175.29,1
1063,2188.35,2605.36,3
1098,213.41,503.36,3
1052,4771.99,5079.65,3
1038,1089.09,1355.44,2
1097,3955.19,4393.68,4
1088,3884.13,3915.41,2
1079,1127.76,1265.66,1
1030,3125.07,3564.19,4
1051,287.99,666.64,3
1081,2443.69,2462.34,2
1005,122.5,385.83,2
1029,4609.66,4879.15,1
1004,4881.63,5088.06,1
1010,1150.3,1306.02,2
1056,1080.12,1424.1699999999998,1
1017,3780.91,3892.73,3
1074,1304.23,1705.71,1
1017,4480.63,4884.12,1
1084,2890.95,3104.43,2
1088,1786.35,1935.29,2
1069,4171.83,4320.93,4
1034,2492.36,2738.6800000000003,4
1006,4562.58,4925.17,2
1053,4643.67,4829.52,1
1066,868.83,1177.75,1
1077,61.5,258.92,4
1043,4920.46,5079.68,4
1075,4535.38,4557.56,4
1023,324.45,336.37,3
1055,4173.52,4294.85,3
1080,2316.13,2525.27,4
1095,1331.86,1758.98,1
1075,4399.8,4801.06,4
1016,1023.5,1164.41,3
1008,4739.13,4868.95,1
1004,1067.83,1189.22,3
1004,3087.73,3263.96,1
1056,1154.28,1408.4,3
1025,2751.06,2976.01,1
1067,3435.68,3552.63,1
1096,991.63,1065.55,1
1067,2628.38,2644.54,1
1027,2371.85,2457.29,2
1093,401.64,757.26,3
1032,4100.62,4230.0,3
1050,1711.63,1951.24,2
1061,2894.18,3193.92,1
1051,2598.18,3042.73,1
1019,2590.64,3036.18,3
1021,580.75,956.16,2
1005,2146.24,2173.47,1
1082,2289.22,2581.0,1
1092,3681.53,4076.96,1
1042,4208.09,4226.56,4
1061,2747.66,3027.01,2
